mango_id,filename,orientation,is_ripe,m_height,m_width,m_thickness,m_volume,m_weight,b_height,b_width,b_thickness,b_volume,b_weight,has_aruco
4,mango4_sia_r_ver.jpg,side,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
4,mango4_sib_r.jpg,side,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
4,mango4_sib_r_ver.jpg,side,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
4,mango4_top_r.jpg,top,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
4,mango4_top_r_hor.jpg,top,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
4,mango4_top_r_ver.jpg,top,1,8.4,6.9,6.0,200.0,202.3,6.0,3.8,1.9,25.0,30.2,0
5,mango5_bot_u.jpg,bottom,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_bot_u_hor.jpg,bottom,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_bot_u_ver.jpg,bottom,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_sia_u.jpg,side,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_sia_u_ver.jpg,side,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_sib_u.jpg,side,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_sib_u_ver.jpg,side,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_top_u.jpg,top,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_top_u_hor.jpg,top,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
5,mango5_top_u_ver.jpg,top,0,6.7,5.3,5.9,110.0,104.2,5.0,3.1,1.5,15.0,13.2,0
6,mango6_bot_r.jpg,bottom,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_bot_r_hor.jpg,bottom,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_bot_r_ver.jpg,bottom,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_sia_r.jpg,side,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_sia_r_ver.jpg,side,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_sib_r.jpg,side,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_sib_r_ver.jpg,side,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_top_r.jpg,top,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_top_r_hor.jpg,top,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
6,mango6_top_r_ver.jpg,top,1,9.0,7.4,7.9,250.0,247.8,6.5,4.3,2.2,35.0,35.0,0
7,mango7_bot_r.jpg,bottom,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_bot_r_hor.jpg,bottom,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_bot_r_ver.jpg,bottom,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_sia_r.jpg,side,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_sia_r_ver.jpg,side,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_sib_r.jpg,side,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_sib_r_ver.jpg,side,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_top_r.jpg,top,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_top_r_hor.jpg,top,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
7,mango7_top_r_ver.jpg,top,1,8.3,6.8,6.0,190.0,195.3,6.0,3.8,1.9,25.0,28.0,0
8,mango8_bot_r.jpg,bottom,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_bot_r_hor.jpg,bottom,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_bot_r_ver.jpg,bottom,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_sia_r.jpg,side,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_sia_r_ver.jpg,side,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_sib_r.jpg,side,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_sib_r_ver.jpg,side,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_top_r.jpg,top,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_top_r_hor.jpg,top,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
8,mango8_top_r_ver.jpg,top,1,8.4,6.7,6.2,195.0,202.9,6.1,3.8,1.9,25.0,29.0,0
9,mango9_bot_r.jpg,bottom,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_bot_r_hor.jpg,bottom,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_bot_r_ver.jpg,bottom,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_sia_r.jpg,side,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_sia_r_ver.jpg,side,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_sib_r.jpg,side,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_sib_r_ver.jpg,side,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_top_r.jpg,top,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_top_r_hor.jpg,top,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
9,mango9_top_r_ver.jpg,top,1,8.8,7.3,6.5,220.0,227.7,6.4,4.1,2.1,30.0,32.0,0
10,mango10_bot_u.jpg,bottom,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_bot_u_hor.jpg,bottom,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_bot_u_ver.jpg,bottom,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_sia_u.jpg,side,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_sia_u_ver.jpg,side,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_sib_u.jpg,side,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_sib_u_ver.jpg,side,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_top_u.jpg,top,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_top_u_hor.jpg,top,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
10,mango10_top_u_ver.jpg,top,0,6.2,5.7,4.5,80.0,74.1,4.5,2.7,1.4,10.0,8.5,0
11,mango11_bac_u.jpg,back,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_bac_u_hor.jpg,back,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_bac_u_ver.jpg,back,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_bot_u.jpg,bottom,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_bot_u_hor.jpg,bottom,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_bot_u_ver.jpg,bottom,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_fro_u.jpg,front,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_fro_u_hor.jpg,front,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_fro_u_ver.jpg,front,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_sia_u.jpg,side,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_sia_u_ver.jpg,side,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_sib_u.jpg,side,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_sib_u_ver.jpg,side,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_top_u.jpg,top,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_top_u_hor.jpg,top,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
11,mango11_top_u_ver.jpg,top,0,9.0,6.9,6.4,215.0,190.1,6.4,4.1,2.5,42.0,35.9,0
12,mango12_bac_u.jpg,back,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_bac_u_hor.jpg,back,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_bac_u_ver.jpg,back,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_bot_u.jpg,bottom,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_bot_u_hor.jpg,bottom,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_bot_u_ver.jpg,bottom,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_fro_u.jpg,front,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_fro_u_hor.jpg,front,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_fro_u_ver.jpg,front,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_sia_u.jpg,side,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_sia_u_ver.jpg,side,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_sib_u.jpg,side,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_sib_u_ver.jpg,side,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_top_u.jpg,top,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_top_u_hor.jpg,top,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
12,mango12_top_u_ver.jpg,top,0,7.6,6.3,5.4,150.0,130.9,5.9,3.9,2.1,25.0,23.9,0
13,mango13_bac_u.jpg,back,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_bac_u_hor.jpg,back,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_bac_u_ver.jpg,back,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_bot_u.jpg,bottom,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_bot_u_hor.jpg,bottom,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_bot_u_ver.jpg,bottom,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_fro_u.jpg,front,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_fro_u_hor.jpg,front,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_fro_u_ver.jpg,front,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_sia_u.jpg,side,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_sia_u_ver.jpg,side,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_sib_u.jpg,side,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_sib_u_ver.jpg,side,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_top_u.jpg,top,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_top_u_hor.jpg,top,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
13,mango13_top_u_ver.jpg,top,0,7.9,6.2,5.4,150.0,131.7,6.0,4.1,2.2,35.0,29.0,0
14,mango14_bac_r.jpg,back,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_bac_r_hor.jpg,back,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_bac_r_ver.jpg,back,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_bot_r.jpg,bottom,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_bot_r_hor.jpg,bottom,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_bot_r_ver.jpg,bottom,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_fro_r.jpg,front,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_fro_r_hor.jpg,front,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_fro_r_ver.jpg,front,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_sia_r.jpg,side,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_sia_r_ver.jpg,side,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_sib_r.jpg,side,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_sib_r_ver.jpg,side,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_top_r.jpg,top,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_top_r_hor.jpg,top,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
14,mango14_top_r_ver.jpg,top,1,8.7,6.9,6.4,220.0,218.2,6.3,3.7,2.0,32.0,31.4,0
15,mango15_bac_u.jpg,back,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_bac_u_hor.jpg,back,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_bac_u_ver.jpg,back,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_bot_u.jpg,bottom,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_bot_u_hor.jpg,bottom,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_bot_u_ver.jpg,bottom,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_fro_u.jpg,front,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_fro_u_hor.jpg,front,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_fro_u_ver.jpg,front,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_sia_u.jpg,side,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_sia_u_ver.jpg,side,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_sib_u.jpg,side,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_sib_u_ver.jpg,side,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_top_u.jpg,top,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_top_u_hor.jpg,top,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
15,mango15_top_u_ver.jpg,top,0,6.6,5.1,4.5,80.0,78.0,4.5,2.6,1.5,10.0,9.1,0
16,mango16_back_u.jpg,back,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_back_u_hor.jpg,back,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_back_u_ver.jpg,back,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_bot_u.jpg,bottom,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_bot_u_hor.jpg,bottom,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_bot_u_ver.jpg,bottom,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_fro_u.jpg,front,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_fro_u_hor.jpg,front,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_fro_u_ver.jpg,front,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_sia_u.jpg,side,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_sia_u_ver.jpg,side,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_sib_u.jpg,side,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_sib_u_ver.jpg,side,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_top_u.jpg,top,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_top_u_hor.jpg,top,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
16,mango16_top_u_ver.jpg,top,0,8.8,6.5,5.7,190.0,162.0,6.1,3.6,1.9,30.0,24.4,0
17,mango17_bac_u.jpg,back,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_bac_u_hor.jpg,back,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_bac_u_ver.jpg,back,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_bot_u.jpg,bottom,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_bot_u_hor.jpg,bottom,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_bot_u_ver.jpg,bottom,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_fro_u.jpg,front,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_fro_u_hor.jpg,front,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_fro_u_ver.jpg,front,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_sia_u.jpg,side,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_sia_u_ver.jpg,side,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_sib_u.jpg,side,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_sib_u_ver.jpg,side,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_top_u.jpg,top,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_top_u_hor.jpg,top,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
17,mango17_top_u_ver.jpg,top,0,5.0,3.9,3.6,50.0,36.0,3.1,2.1,1.0,5.0,3.8,0
18,mango18_bac_u.jpg,back,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_bac_u_hor.jpg,back,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_bac_u_ver.jpg,back,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_bot_u.jpg,bottom,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_bot_u_hor.jpg,bottom,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_bot_u_ver.jpg,bottom,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_fro_u.jpg,front,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_fro_u_hor.jpg,front,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_fro_u_ver.jpg,front,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_sia_u.jpg,side,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_sia_u_ver.jpg,side,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_sib_u.jpg,side,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_sib_u_ver.jpg,side,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_top_u.jpg,top,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_top_u_hor.jpg,top,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
18,mango18_top_u_ver.jpg,top,0,7.7,6.3,5.4,150.0,134.2,5.8,3.8,2.0,35.0,25.0,0
19,mango19_bac_u.jpg,back,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_bac_u_hor.jpg,back,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_bac_u_ver.jpg,back,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_bot_u.jpg,bottom,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_bot_u_hor.jpg,bottom,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_bot_u_ver.jpg,bottom,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_fro_u.jpg,front,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_fro_u_hor.jpg,front,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_fro_u_ver.jpg,front,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
